0,1,2
B02_20m,T30UVA_20250612T112131_B02_20m_R20m_synth_3,12065.1
B02_20m,T30UVA_20250612T112131_B02_20m_R20m_synth_4,12065.1
B02_20m,T30UVA_20250612T112131_B02_20m_R20m_synth_10,12065.1
B02_60m,T30UVA_20250612T112131_B02_60m_R60m_synth_1,12065.1
B02_60m,T30UVA_20250612T112131_B02_60m_R60m_synth_5,12065.1
B02_60m,T30UVA_20250612T112131_B02_60m_R60m_synth_10,12065.1
B02_60m,T30UVA_20250612T112131_B02_60m_R60m_synth_10,12065.1
B02_60m,T30UVA_20250612T112131_B02_60m_R60m_synth_8,12065.1
B03_10m,T30UVA_20250612T112131_B03_10m_R10m_synth_2,12065.1
B03_10m,T30UVA_20250612T112131_B03_10m_R10m_synth_4,12065.1
B03_10m,T30UVA_20250612T112131_B03_10m_R10m_synth_3,12065.1
B03_10m,T30UVA_20250612T112131_B03_10m_R10m_synth_1,12065.1
B03_10m,T30UVA_20250612T112131_B03_10m_R10m_synth_3,12065.1
B03_20m,T30UVA_20250612T112131_B03_20m_R20m_synth_5,12065.1
B03_20m,T30UVA_20250612T112131_B03_20m_R20m_synth_2,12065.1
B03_20m,T30UVA_20250612T112131_B03_20m_R20m_synth_7,12065.1
B03_20m,T30UVA_20250612T112131_B03_20m_R20m_synth_8,12065.1
B03_20m,T30UVA_20250612T112131_B03_20m_R20m_synth_10,12065.1
B03_60m,T30UVA_20250612T112131_B03_60m_R60m_synth_1,12065.1
B03_60m,T30UVA_20250612T112131_B03_60m_R60m_synth_3,12065.1
B03_60m,T30UVA_20250612T112131_B03_60m_R60m_synth_10,12065.1
B03_60m,T30UVA_20250612T112131_B03_60m_R60m_synth_4,12065.1
B03_60m,T30UVA_20250612T112131_B03_60m_R60m_synth_9,12065.1
B04_10m,T30UVA_20250612T112131_B04_10m_R10m_synth_7,12065.1
B04_10m,T30UVA_20250612T112131_B04_10m_R10m_synth_9,12065.1
B04_10m,T30UVA_20250612T112131_B04_10m_R10m_synth_7,12065.1
B04_10m,T30UVA_20250612T112131_B04_10m_R10m_synth_8,12065.1
B04_10m,T30UVA_20250612T112131_B04_10m_R10m_synth_6,12065.1
B04_20m,T30UVA_20250612T112131_B04_20m_R20m_synth_10,12065.1
B04_20m,T30UVA_20250612T112131_B04_20m_R20m_synth_2,12065.1
B04_20m,T30UVA_20250612T112131_B04_20m_R20m_synth_5,12065.1
B04_20m,T30UVA_20250612T112131_B04_20m_R20m_synth_6,12065.1
B04_20m,T30UVA_20250612T112131_B04_20m_R20m_synth_1,12065.1
B04_60m,T30UVA_20250612T112131_B04_60m_R60m_synth_2,12065.1
B04_60m,T30UVA_20250612T112131_B04_60m_R60m_synth_2,12065.1
B04_60m,T30UVA_20250612T112131_B04_60m_R60m_synth_2,12065.1
B04_60m,T30UVA_20250612T112131_B04_60m_R60m_synth_8,12065.1
B04_60m,T30UVA_20250612T112131_B04_60m_R60m_synth_1,12065.1
B05_20m,T30UVA_20250612T112131_B05_20m_R20m_synth_8,12065.1
B05_20m,T30UVA_20250612T112131_B05_20m_R20m_synth_5,12065.1
B05_20m,T30UVA_20250612T112131_B05_20m_R20m_synth_6,12065.1
B05_20m,T30UVA_20250612T112131_B05_20m_R20m_synth_6,12065.1
B05_20m,T30UVA_20250612T112131_B05_20m_R20m_synth_5,12065.1
B05_60m,T30UVA_20250612T112131_B05_60m_R60m_synth_6,12065.1
B05_60m,T30UVA_20250612T112131_B05_60m_R60m_synth_8,12065.1
B05_60m,T30UVA_20250612T112131_B05_60m_R60m_synth_8,12065.1
B05_60m,T30UVA_20250612T112131_B05_60m_R60m_synth_7,12065.1
B05_60m,T30UVA_20250612T112131_B05_60m_R60m_synth_4,12065.1
B06_20m,T30UVA_20250612T112131_B06_20m_R20m_synth_10,12065.1
B06_20m,T30UVA_20250612T112131_B06_20m_R20m_synth_8,12065.1
B06_20m,T30UVA_20250612T112131_B06_20m_R20m_synth_8,12065.1
B06_20m,T30UVA_20250612T112131_B06_20m_R20m_synth_4,12065.1
B06_20m,T30UVA_20250612T112131_B06_20m_R20m_synth_3,12065.1
B06_60m,T30UVA_20250612T112131_B06_60m_R60m_synth_7,12065.1
B06_60m,T30UVA_20250612T112131_B06_60m_R60m_synth_5,12065.1
B06_60m,T30UVA_20250612T112131_B06_60m_R60m_synth_10,12065.1
B06_60m,T30UVA_20250612T112131_B06_60m_R60m_synth_5,12065.1
B06_60m,T30UVA_20250612T112131_B06_60m_R60m_synth_3,12065.1
B07_20m,T30UVA_20250612T112131_B07_20m_R20m_synth_3,12065.1
B07_20m,T30UVA_20250612T112131_B07_20m_R20m_synth_7,12065.1
B07_20m,T30UVA_20250612T112131_B07_20m_R20m_synth_4,12065.1
B07_20m,T30UVA_20250612T112131_B07_20m_R20m_synth_9,12065.1
B07_20m,T30UVA_20250612T112131_B07_20m_R20m_synth_9,12065.1
B07_60m,T30UVA_20250612T112131_B07_60m_R60m_synth_1,12065.1
B07_60m,T30UVA_20250612T112131_B07_60m_R60m_synth_2,12065.1
B07_60m,T30UVA_20250612T112131_B07_60m_R60m_synth_4,12065.1
B07_60m,T30UVA_20250612T112131_B07_60m_R60m_synth_4,12065.1
B07_60m,T30UVA_20250612T112131_B07_60m_R60m_synth_1,12065.1
B08_10m,T30UVA_20250612T112131_B08_10m_R10m_synth_1,12065.1
B08_10m,T30UVA_20250612T112131_B08_10m_R10m_synth_4,12065.1
B08_10m,T30UVA_20250612T112131_B08_10m_R10m_synth_3,12065.1
B08_10m,T30UVA_20250612T112131_B08_10m_R10m_synth_1,12065.1
B08_10m,T30UVA_20250612T112131_B08_10m_R10m_synth_5,12065.1
B09_60m,T30UVA_20250612T112131_B09_60m_R60m_synth_2,12065.1
B09_60m,T30UVA_20250612T112131_B09_60m_R60m_synth_5,12065.1
B09_60m,T30UVA_20250612T112131_B09_60m_R60m_synth_9,12065.1
B09_60m,T30UVA_20250612T112131_B09_60m_R60m_synth_3,12065.1
B09_60m,T30UVA_20250612T112131_B09_60m_R60m_synth_7,12065.1
B11_20m,T30UVA_20250612T112131_B11_20m_R20m_synth_6,12065.1
B11_20m,T30UVA_20250612T112131_B11_20m_R20m_synth_2,12065.1
B11_20m,T30UVA_20250612T112131_B11_20m_R20m_synth_2,12065.1
B11_20m,T30UVA_20250612T112131_B11_20m_R20m_synth_3,12065.1
B11_20m,T30UVA_20250612T112131_B11_20m_R20m_synth_3,12065.1
B11_60m,T30UVA_20250612T112131_B11_60m_R60m_synth_6,12065.1
B11_60m,T30UVA_20250612T112131_B11_60m_R60m_synth_10,12065.1
B11_60m,T30UVA_20250612T112131_B11_60m_R60m_synth_1,12065.1
B11_60m,T30UVA_20250612T112131_B11_60m_R60m_synth_5,12065.1
B11_60m,T30UVA_20250612T112131_B11_60m_R60m_synth_5,12065.1
B12_20m,T30UVA_20250612T112131_B12_20m_R20m_synth_3,12065.1
B12_20m,T30UVA_20250612T112131_B12_20m_R20m_synth_7,12065.1
B12_20m,T30UVA_20250612T112131_B12_20m_R20m_synth_5,12065.1
B12_20m,T30UVA_20250612T112131_B12_20m_R20m_synth_6,12065.1
B12_20m,T30UVA_20250612T112131_B12_20m_R20m_synth_1,12065.1
B12_60m,T30UVA_20250612T112131_B12_60m_R60m_synth_9,12065.1
B12_60m,T30UVA_20250612T112131_B12_60m_R60m_synth_8,12065.1
B12_60m,T30UVA_20250612T112131_B12_60m_R60m_synth_8,12065.1
B12_60m,T30UVA_20250612T112131_B12_60m_R60m_synth_6,12065.1
B12_60m,T30UVA_20250612T112131_B12_60m_R60m_synth_8,12065.1
B8A_20m,T30UVA_20250612T112131_B8A_20m_R20m_synth_1,12065.1
B8A_20m,T30UVA_20250612T112131_B8A_20m_R20m_synth_10,12065.1
B8A_20m,T30UVA_20250612T112131_B8A_20m_R20m_synth_10,12065.1
B8A_20m,T30UVA_20250612T112131_B8A_20m_R20m_synth_9,12065.1
B8A_20m,T30UVA_20250612T112131_B8A_20m_R20m_synth_10,12065.1
B8A_60m,T30UVA_20250612T112131_B8A_60m_R60m_synth_4,12065.1
B8A_60m,T30UVA_20250612T112131_B8A_60m_R60m_synth_1,12065.1
B8A_60m,T30UVA_20250612T112131_B8A_60m_R60m_synth_7,12065.1
B8A_60m,T30UVA_20250612T112131_B8A_60m_R60m_synth_10,12065.1
B8A_60m,T30UVA_20250612T112131_B8A_60m_R60m_synth_4,12065.1
SCL_20m,T30UVA_20250612T112131_SCL_20m_R20m_synth_6,12065.1
SCL_20m,T30UVA_20250612T112131_SCL_20m_R20m_synth_6,12065.1
SCL_20m,T30UVA_20250612T112131_SCL_20m_R20m_synth_2,12065.1
SCL_20m,T30UVA_20250612T112131_SCL_20m_R20m_synth_9,12065.1
SCL_20m,T30UVA_20250612T112131_SCL_20m_R20m_synth_9,12065.1
SCL_60m,T30UVA_20250612T112131_SCL_60m_R60m_synth_7,12065.1
SCL_60m,T30UVA_20250612T112131_SCL_60m_R60m_synth_7,12065.1
SCL_60m,T30UVA_20250612T112131_SCL_60m_R60m_synth_9,12065.1
SCL_60m,T30UVA_20250612T112131_SCL_60m_R60m_synth_4,12065.1
SCL_60m,T30UVA_20250612T112131_SCL_60m_R60m_synth_3,12065.1
TCI_10m,T30UVA_20250612T112131_TCI_10m_R10m_synth_10,12065.1
TCI_10m,T30UVA_20250612T112131_TCI_10m_R10m_synth_2,12065.1
TCI_10m,T30UVA_20250612T112131_TCI_10m_R10m_synth_5,12065.1
TCI_10m,T30UVA_20250612T112131_TCI_10m_R10m_synth_4,12065.1
TCI_10m,T30UVA_20250612T112131_TCI_10m_R10m_synth_8,12065.1
TCI_20m,T30UVA_20250612T112131_TCI_20m_R20m_synth_5,12065.1
TCI_20m,T30UVA_20250612T112131_TCI_20m_R20m_synth_7,12065.1
TCI_20m,T30UVA_20250612T112131_TCI_20m_R20m_synth_4,12065.1
TCI_20m,T30UVA_20250612T112131_TCI_20m_R20m_synth_7,12065.1
TCI_20m,T30UVA_20250612T112131_TCI_20m_R20m_synth_10,12065.1
TCI_60m,T30UVA_20250612T112131_TCI_60m_R60m_synth_8,12065.1
TCI_60m,T30UVA_20250612T112131_TCI_60m_R60m_synth_6,12065.1
TCI_60m,T30UVA_20250612T112131_TCI_60m_R60m_synth_1,12065.1
TCI_60m,T30UVA_20250612T112131_TCI_60m_R60m_synth_2,12065.1
TCI_60m,T30UVA_20250612T112131_TCI_60m_R60m_synth_7,12065.1
WVP_10m,T30UVA_20250612T112131_WVP_10m_R10m_synth_3,12065.1
WVP_10m,T30UVA_20250612T112131_WVP_10m_R10m_synth_5,12065.1
WVP_10m,T30UVA_20250612T112131_WVP_10m_R10m_synth_9,12065.1
WVP_10m,T30UVA_20250612T112131_WVP_10m_R10m_synth_1,12065.1
WVP_10m,T30UVA_20250612T112131_WVP_10m_R10m_synth_4,12065.1
WVP_20m,T30UVA_20250612T112131_WVP_20m_R20m_synth_7,12065.1
WVP_20m,T30UVA_20250612T112131_WVP_20m_R20m_synth_10,12065.1
WVP_20m,T30UVA_20250612T112131_WVP_20m_R20m_synth_4,12065.1
WVP_20m,T30UVA_20250612T112131_WVP_20m_R20m_synth_2,12065.1
WVP_20m,T30UVA_20250612T112131_WVP_20m_R20m_synth_3,12065.1
WVP_60m,T30UVA_20250612T112131_WVP_60m_R60m_synth_10,12065.1
WVP_60m,T30UVA_20250612T112131_WVP_60m_R60m_synth_1,12065.1
WVP_60m,T30UVA_20250612T112131_WVP_60m_R60m_synth_5,12065.1
WVP_60m,T30UVA_20250612T112131_WVP_60m_R60m_synth_7,12065.1
WVP_60m,T30UVA_20250612T112131_WVP_60m_R60m_synth_2,12065.1
